z,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100
-2.577553463733344,-0.38755688071250916,-0.2768647372722626,0.04309254139661789,0.5308517813682556,-1.8011623620986938,0.38646939396858215,0.1582810878753662,0.7473248243331909,0.06481495499610901,0.3825072646141052,0.8761115670204163,0.31057584285736084,-0.5978865623474121,-0.5273920297622681,-0.19577524065971375,-0.020091719925403595,0.5562242269515991,0.40248119831085205,-0.07486069947481155,-1.4427664279937744,0.12111413478851318,-0.4222365617752075,-0.592004656791687,-0.2826012670993805,0.1778302788734436,-1.3483035564422607,0.32331395149230957,-0.4194466173648834,-0.1969049721956253,-0.6083952188491821,1.5277652740478516,-0.2845348119735718,0.3724185824394226,1.021340250968933,1.3004276752471924,-0.8147382140159607,-0.27110952138900757,0.27087336778640747,0.8256680369377136,-1.6659036874771118,-1.0780853033065796,0.028650030493736267,-0.2458656132221222,1.4616566896438599,0.38009339570999146,0.8414545655250549,0.031877223402261734,1.423746109008789,1.0428293943405151,0.8802074790000916,0.5149653553962708,0.4353421926498413,-0.03174017369747162,0.41179096698760986,-0.832533597946167,-0.3243679702281952,-0.7792802453041077,-0.11401519179344177,0.6911996006965637,0.2906443178653717,0.07531904429197311,0.5551734566688538,-0.6618717312812805,-0.9596783518791199,-0.8491477966308594,0.8637252449989319,0.029576808214187622,-0.45315372943878174,-1.727765440940857,-0.7366364002227783,0.8405193090438843,-0.5412420630455017,-0.2779170572757721,0.9741114974021912,-0.3021770715713501,-1.2558939456939697,0.8483965992927551,-0.8255848288536072,-0.24782556295394897,-0.11900340020656586,-0.3630710542201996,0.1072666198015213,-0.5602669715881348,0.46036213636398315,-0.18206530809402466,1.0282658338546753,0.3757852613925934,0.4480215311050415,0.6201684474945068,0.5510010719299316,-1.4133093357086182,-0.9045246839523315,-0.46429845690727234,-1.0750105381011963,0.25420957803726196,-0.8854435086250305,0.5259221196174622,0.011029325425624847,0.7652137875556946,0.2947205603122711
-2.3282186283807236,-0.3876658082008362,-0.27689772844314575,0.04331385716795921,0.5308579802513123,-1.8011656999588013,0.38655605912208557,0.15822044014930725,0.7471528649330139,0.06487134099006653,0.38247743248939514,0.8761366009712219,0.31073451042175293,-0.5979610085487366,-0.5274423956871033,-0.19562849402427673,-0.020036987960338593,0.5562422275543213,0.40239930152893066,-0.07492358237504959,-1.4426947832107544,0.12121225893497467,-0.422332763671875,-0.591941237449646,-0.28248751163482666,0.17789119482040405,-1.348388433456421,0.3232368230819702,-0.41931048035621643,-0.19691027700901031,-0.6083588600158691,1.5276368856430054,-0.2844977080821991,0.3725159168243408,1.0213006734848022,1.300276517868042,-0.8147836923599243,-0.27123135328292847,0.2707747519016266,0.8257333040237427,-1.665828824043274,-1.0779999494552612,0.02870015799999237,-0.24591195583343506,1.4617106914520264,0.380057692527771,0.841469943523407,0.03195780888199806,1.4236396551132202,1.0427666902542114,0.8802295327186584,0.5148125290870667,0.4352920651435852,-0.03179292380809784,0.41182637214660645,-0.8326593041419983,-0.32451295852661133,-0.77927166223526,-0.11399643123149872,0.6911351084709167,0.2907659113407135,0.075360506772995,0.5551342964172363,-0.6617415547370911,-0.9594852924346924,-0.8492642641067505,0.8635603189468384,0.029543913900852203,-0.45292335748672485,-1.7276304960250854,-0.7365792393684387,0.8404467105865479,-0.5410137176513672,-0.27785614132881165,0.9741582870483398,-0.30227750539779663,-1.2557485103607178,0.8485051989555359,-0.8255378603935242,-0.24787554144859314,-0.11904836446046829,-0.363157719373703,0.10738909244537354,-0.5601017475128174,0.4603596329689026,-0.18195977807044983,1.028092861175537,0.37579163908958435,0.44801491498947144,0.6200520992279053,0.55092453956604,-1.4131011962890625,-0.9045662879943848,-0.4643419682979584,-1.0749642848968506,0.25420042872428894,-0.8854756951332092,0.5258193612098694,0.011027909815311432,0.7650594711303711,0.2945059537887573
-2.172065188377434,-0.3879094421863556,-0.2769758105278015,0.043834388256073,0.5308592319488525,-1.801153540611267,0.38676413893699646,0.1580730676651001,0.7467467188835144,0.06500822305679321,0.3823992609977722,0.8761934638023376,0.3111090064048767,-0.5981333255767822,-0.5275571346282959,-0.19528712332248688,-0.019909769296646118,0.5562795996665955,0.40220826864242554,-0.07506438344717026,-1.4425233602523804,0.12144738435745239,-0.42256414890289307,-0.5917981863021851,-0.2822223901748657,0.1780356913805008,-1.3485772609710693,0.3230515718460083,-0.41898876428604126,-0.19691477715969086,-0.6082730293273926,1.5273208618164062,-0.28440842032432556,0.3727438151836395,1.0212074518203735,1.2999144792556763,-0.8148902654647827,-0.27151650190353394,0.27054113149642944,0.8258852362632751,-1.6656521558761597,-1.0777959823608398,0.028821244835853577,-0.24601861834526062,1.4618257284164429,0.3799685537815094,0.8414966464042664,0.032152432948350906,1.4233794212341309,1.0426119565963745,0.88027024269104,0.5144520998001099,0.4351732134819031,-0.03190658986568451,0.4119061827659607,-0.8329473733901978,-0.32484346628189087,-0.7792463898658752,-0.11394969373941422,0.6909763216972351,0.2910498380661011,0.07546158134937286,0.5550363659858704,-0.6614391207695007,-0.959036111831665,-0.8495354652404785,0.8631711006164551,0.02947593852877617,-0.4523817300796509,-1.7273030281066895,-0.736434817314148,0.8402777910232544,-0.5404670834541321,-0.27770644426345825,0.9742735624313354,-0.30251139402389526,-1.2554082870483398,0.8487541079521179,-0.8254251480102539,-0.24798931181430817,-0.11915804445743561,-0.36335107684135437,0.10767538845539093,-0.5597162842750549,0.4603534936904907,-0.1817166805267334,1.0276851654052734,0.37580931186676025,0.44799739122390747,0.6197859048843384,0.5507495403289795,-1.4126129150390625,-0.9046585559844971,-0.46444061398506165,-1.0748440027236938,0.2541784644126892,-0.8855451941490173,0.5255788564682007,0.011022396385669708,0.7646969556808472,0.2939964234828949
-2.0558083275969063,-0.38853517174720764,-0.2771863639354706,0.04522515833377838,0.5308349132537842,-1.8010799884796143,0.3873290717601776,0.15766912698745728,0.7456585764884949,0.06538276374340057,0.3821738362312317,0.8763414025306702,0.31211280822753906,-0.5985888242721558,-0.5278565883636475,-0.19438143074512482,-0.019572295248508453,0.5563692450523376,0.4017002582550049,-0.07542706280946732,-1.4420592784881592,0.12208545207977295,-0.4231953024864197,-0.5914289951324463,-0.28151920437812805,0.17842541635036469,-1.3490610122680664,0.3225478231906891,-0.4181252419948578,-0.19691140949726105,-0.60804283618927,1.5264478921890259,-0.28416597843170166,0.3733516335487366,1.0209577083587646,1.2989333868026733,-0.8151751160621643,-0.2722761034965515,0.2699134647846222,0.826289176940918,-1.6651794910430908,-1.0772432088851929,0.029152721166610718,-0.24629831314086914,1.4621086120605469,0.37971943616867065,0.8415487408638,0.03268342837691307,1.4226640462875366,1.0421843528747559,0.8803539872169495,0.5134872794151306,0.4348536729812622,-0.032189130783081055,0.4121130108833313,-0.8337029218673706,-0.32570603489875793,-0.7791689038276672,-0.11381897330284119,0.6905368566513062,0.29180392622947693,0.07573886960744858,0.5547609925270081,-0.6606385707855225,-0.9578443765640259,-0.850256085395813,0.862127423286438,0.0293135903775692,-0.45093345642089844,-1.7264084815979004,-0.7360288500785828,0.8398295640945435,-0.5389861464500427,-0.27729249000549316,0.9745920300483704,-0.3031323552131653,-1.2545026540756226,0.8494052290916443,-0.8251199126243591,-0.24828508496284485,-0.11945874989032745,-0.36384710669517517,0.10843729227781296,-0.558691143989563,0.46033668518066406,-0.18107667565345764,1.0265942811965942,0.37586215138435364,0.44794541597366333,0.6190899610519409,0.5502926707267761,-1.4113101959228516,-0.9048944115638733,-0.4646974205970764,-1.0745004415512085,0.2541193664073944,-0.8857172131538391,0.5249386429786682,0.011003069579601288,0.7637295722961426,0.2926238179206848
-1.9620965565587878,-0.39039546251296997,-0.2778289318084717,0.04945145919919014,0.5307173728942871,-1.8007926940917969,0.3890601098537445,0.15642589330673218,0.7423476576805115,0.06653477251529694,0.38146278262138367,0.8767849802970886,0.3151681125164032,-0.5999652743339539,-0.5287548303604126,-0.19164100289344788,-0.018551461398601532,0.556625485420227,0.40016114711761475,-0.07650680094957352,-1.4406408071517944,0.12403970956802368,-0.4251326322555542,-0.5903280377388,-0.2793911099433899,0.17961485683918,-1.350496530532837,0.32100361585617065,-0.4154964089393616,-0.1968764215707779,-0.6073426008224487,1.5237512588500977,-0.2834230363368988,0.37519675493240356,1.0201994180679321,1.2959314584732056,-0.8160406947135925,-0.27458029985427856,0.2680009603500366,0.8275126814842224,-1.663743257522583,-1.075552225112915,0.030171945691108704,-0.24714040756225586,1.46293044090271,0.3789457082748413,0.841676652431488,0.03431413695216179,1.420459270477295,1.0408636331558228,0.8805704712867737,0.5105528235435486,0.4338794946670532,-0.03301374614238739,0.41273003816604614,-0.8359761238098145,-0.3282933235168457,-0.7789174318313599,-0.11341250687837601,0.6891780495643616,0.2940881848335266,0.07659340649843216,0.5539037585258484,-0.6582186818122864,-0.954237699508667,-0.8524385094642639,0.8589512705802917,0.02885109931230545,-0.446532666683197,-1.7236592769622803,-0.7347638607025146,0.8384722471237183,-0.5344541668891907,-0.2760131061077118,0.9755773544311523,-0.3050127625465393,-1.2517573833465576,0.8513622879981995,-0.8241857290267944,-0.24917155504226685,-0.12038526684045792,-0.36532023549079895,0.1107470691204071,-0.5555847883224487,0.46028488874435425,-0.17914822697639465,1.0232781171798706,0.3760315477848053,0.4477803111076355,0.6169998645782471,0.5489221811294556,-1.4073562622070312,-0.9055947065353394,-0.46546682715415955,-1.0734201669692993,0.25393936038017273,-0.8862192034721375,0.522997260093689,0.010937348008155823,0.7607927322387695,0.2884363532066345
-1.882991701835598,-0.3966358006000519,-0.28000614047050476,0.06375056505203247,0.530261754989624,-1.799734115600586,0.3949355483055115,0.15219852328300476,0.7311395406723022,0.0704507827758789,0.3790223300457001,0.8782777190208435,0.325511634349823,-0.6046114563941956,-0.5317788124084473,-0.18238414824008942,-0.015103280544281006,0.5574716925621033,0.39496052265167236,-0.08013042062520981,-1.4358298778533936,0.13067154586315155,-0.43171221017837524,-0.58663010597229,-0.27220189571380615,0.18364545702934265,-1.355309247970581,0.315761536359787,-0.40659451484680176,-0.19672466814517975,-0.6049727201461792,1.514567255973816,-0.2809012234210968,0.3814360499382019,1.0176328420639038,1.2857463359832764,-0.8189688324928284,-0.28237098455429077,0.26152274012565613,0.8316470980644226,-1.6588830947875977,-1.0698167085647583,0.03363506495952606,-0.24997928738594055,1.4656596183776855,0.37630516290664673,0.8420695662498474,0.039853718131780624,1.412958025932312,1.0363658666610718,0.881252110004425,0.5006207227706909,0.4305795431137085,-0.035759106278419495,0.414803683757782,-0.8436362743377686,-0.3370029032230377,-0.7780459523200989,-0.11202572286128998,0.6845501065254211,0.3018076717853546,0.07949992269277573,0.550976574420929,-0.650047779083252,-0.9420541524887085,-0.85981285572052,0.8481988906860352,0.027327094227075577,-0.43164271116256714,-1.7143168449401855,-0.7304415106773376,0.8338885307312012,-0.5190785527229309,-0.27165573835372925,0.9789338707923889,-0.3113660216331482,-1.2424780130386353,0.8579550385475159,-0.8210161924362183,-0.2521538734436035,-0.12353663146495819,-0.3702603280544281,0.11855492740869522,-0.5450870394706726,0.46010881662368774,-0.17264437675476074,1.0120549201965332,0.3766167461872101,0.4472121596336365,0.609960675239563,0.5443073511123657,-1.393984079360962,-0.9079411625862122,-0.46805521845817566,-1.0697174072265625,0.25332871079444885,-0.8878900408744812,0.516434371471405,0.010704949498176575,0.7508594989776611,0.27424702048301697
-1.8141688045574798,-0.4188092052936554,-0.28776681423187256,0.11468958854675293,0.5285767316818237,-1.7958730459213257,0.41588661074638367,0.13711601495742798,0.6912055611610413,0.08442041277885437,0.37029197812080383,0.883587121963501,0.36236655712127686,-0.6211525201797485,-0.5425357818603516,-0.14942298829555511,-0.002825327217578888,0.560463547706604,0.3764398694038391,-0.09300845116376877,-1.4186782836914062,0.15431834757328033,-0.45518094301223755,-0.5734868049621582,-0.24660369753837585,0.19801244139671326,-1.372406244277954,0.29706740379333496,-0.37487420439720154,-0.19614960253238678,-0.5965293645858765,1.4817880392074585,-0.27190935611724854,0.4036608636379242,1.0084903240203857,1.2494343519210815,-0.829401433467865,-0.3101194500923157,0.23843739926815033,0.846371591091156,-1.6415690183639526,-1.049368143081665,0.04599009454250336,-0.2600806653499603,1.4753295183181763,0.3668738603591919,0.8434255719184875,0.059612687677145004,1.3861912488937378,1.0203123092651367,0.8836252093315125,0.46523550152778625,0.41882020235061646,-0.045490995049476624,0.42217564582824707,-0.8708937168121338,-0.36798328161239624,-0.7749195098876953,-0.10707221925258636,0.6680300235748291,0.3292975127696991,0.08987053483724594,0.5405182242393494,-0.6209571957588196,-0.8986716270446777,-0.8860744833946228,0.809887170791626,0.02194148674607277,-0.37859755754470825,-1.680992603302002,-0.714999258518219,0.8175661563873291,-0.4642598628997803,-0.25610214471817017,0.9909155368804932,-0.3339903950691223,-1.2094299793243408,0.8814100623130798,-0.8097161054611206,-0.26275989413261414,-0.13478025794029236,-0.38781240582466125,0.14636242389678955,-0.5077010989189148,0.45948100090026855,-0.14949704706668854,0.9720706343650818,0.37871426343917847,0.44517743587493896,0.5849189758300781,0.5278925895690918,-1.346353530883789,-0.9162766933441162,-0.47726139426231384,-1.0564770698547363,0.25115278363227844,-0.8938124775886536,0.4930603802204132,0.009866878390312195,0.7154772877693176,0.22367437183856964
-1.7530000992205506,-0.4916205108165741,-0.31327134370803833,0.28206977248191833,0.522986650466919,-1.7831095457077026,0.4847472012042999,0.08753685653209686,0.5599820017814636,0.13033953309059143,0.3415739834308624,0.9010272026062012,0.48347413539886475,-0.6754960417747498,-0.5778688192367554,-0.0411294549703598,0.03751393407583237,0.5702767968177795,0.3155895471572876,-0.13529813289642334,-1.3623110055923462,0.23203739523887634,-0.5323222875595093,-0.5303255915641785,-0.16250142455101013,0.2452276349067688,-1.4285457134246826,0.23562410473823547,-0.2706370949745178,-0.1942308098077774,-0.5687854290008545,1.374025583267212,-0.24235664308071136,0.47668716311454773,0.9784497022628784,1.1300925016403198,-0.8636834025382996,-0.40129393339157104,0.1625748872756958,0.8947521448135376,-1.584678053855896,-0.9821641445159912,0.08660154044628143,-0.29326334595680237,1.5070594549179077,0.33586224913597107,0.8478452563285828,0.12455940246582031,1.2982008457183838,0.9675367474555969,0.8913766741752625,0.3489605784416199,0.3801780343055725,-0.07742820680141449,0.44638746976852417,-0.9604323506355286,-0.469742089509964,-0.7646287679672241,-0.09078456461429596,0.6137189865112305,0.41961827874183655,0.12396122515201569,0.5061275959014893,-0.5253843665122986,-0.7561389803886414,-0.9723604321479797,0.6839931011199951,0.004282210022211075,-0.20429615676403046,-1.5714565515518188,-0.6642199754714966,0.763940691947937,-0.28409308195114136,-0.20496821403503418,1.0303077697753906,-0.408324658870697,-1.100846529006958,0.9584546685218811,-0.7725780010223389,-0.2975945472717285,-0.1717400848865509,-0.445447713136673,0.237729012966156,-0.3848656713962555,0.45741820335388184,-0.07345572113990784,0.8406854271888733,0.3856179416179657,0.4384833574295044,0.5026645064353943,0.4739760458469391,-1.1898508071899414,-0.9436466693878174,-0.5074995160102844,-1.012929081916809,0.24400198459625244,-0.9132488369941711,0.4162607789039612,0.007103785872459412,0.5992189645767212,0.05747714266180992
-1.6977643930643624,-0.6571595072746277,-0.3712669909000397,0.66266930103302,0.5102493762969971,-1.7540485858917236,0.6413353681564331,-0.02520914375782013,0.26159507036209106,0.23476141691207886,0.27625778317451477,0.9406803846359253,0.7588591575622559,-0.7990612387657166,-0.6582048535346985,0.2051084339618683,0.12923747301101685,0.5925816893577576,0.1772274672985077,-0.2314460575580597,-1.234134554862976,0.40876907110214233,-0.7077435851097107,-0.432195782661438,0.028730399906635284,0.35259175300598145,-1.5561797618865967,0.09590242058038712,-0.03361247107386589,-0.18985296785831451,-0.5056996941566467,1.1289621591567993,-0.1751546859741211,0.6427379846572876,0.9101418256759644,0.8587131500244141,-0.9416365623474121,-0.6086102724075317,-0.009929344058036804,1.0047613382339478,-1.455316185951233,-0.8293451070785522,0.1789533495903015,-0.3687116205692291,1.5791871547698975,0.2653356194496155,0.8578770756721497,0.272249698638916,1.0981041193008423,0.8475194573402405,0.9089796543121338,0.08456607162952423,0.29230964183807373,-0.15002870559692383,0.5014358162879944,-1.1640174388885498,-0.7011080980300903,-0.7412201762199402,-0.053743258118629456,0.4902094006538391,0.6249914765357971,0.2014857679605484,0.4279157817363739,-0.308072566986084,-0.4320480227470398,-1.1685594320297241,0.39772453904151917,-0.035854190587997437,0.19204175472259521,-1.3223689794540405,-0.5487362146377563,0.6420074701309204,0.12560035288333893,-0.08868367969989777,1.1198912858963013,-0.5773472189903259,-0.8539467453956604,1.1336305141448975,-0.6881272792816162,-0.37679609656333923,-0.2557891011238098,-0.5764831304550171,0.4454810619354248,-0.10556012392044067,0.4527275562286377,0.09944270551204681,0.5419324040412903,0.4013216495513916,0.4232577681541443,0.315643846988678,0.35138747096061707,-0.8339886665344238,-1.0058722496032715,-0.5762505531311035,-0.9138864278793335,0.22774142026901245,-0.957432210445404,0.24163150787353516,0.0008161291480064392,0.33486539125442505,-0.3204430043697357
-1.6472703590545148,-0.8399299383163452,-0.4352993369102478,1.082898736000061,0.4961855411529541,-1.7219555377960205,0.814227819442749,-0.14969350397586823,-0.06786228716373444,0.35005828738212585,0.20413754880428314,0.9844588041305542,1.0629181861877441,-0.93548983335495,-0.7469025254249573,0.4769836962223053,0.23050928115844727,0.6172044277191162,0.02445659041404724,-0.3376021087169647,-1.0926092863082886,0.6039040088653564,-0.9014233350753784,-0.323845237493515,0.23987598717212677,0.4711322486400604,-1.6970980167388916,-0.058366574347019196,0.2280881404876709,-0.18501581251621246,-0.43604153394699097,0.858378529548645,-0.10095077753067017,0.8260765671730042,0.8347190618515015,0.5590736865997314,-1.0277007818222046,-0.8375104665756226,-0.2003955841064453,1.1262184381484985,-1.3124802112579346,-0.6606110334396362,0.28092047572135925,-0.45201626420021057,1.6588175296783447,0.18746784329414368,0.8689516186714172,0.43531763553619385,0.8771716356277466,0.7150020003318787,0.9284156560897827,-0.20736098289489746,0.19528819620609283,-0.23018738627433777,0.5622116923332214,-1.3887958526611328,-0.9565600156784058,-0.7153693437576294,-0.012845136225223541,0.3538379669189453,0.8517468571662903,0.2870836853981018,0.3415627181529999,-0.06813277304172516,-0.07421264052391052,-1.3851814270019531,0.08164842426776886,-0.08016858994960785,0.629645824432373,-1.047340750694275,-0.4212251901626587,0.5073748826980591,0.5779538154602051,0.03970853239297867,1.2188011407852173,-0.7639650106430054,-0.5813378691673279,1.327046513557434,-0.5948810577392578,-0.4642455577850342,-0.34859269857406616,-0.7211552858352661,0.6748632192611694,0.2028268724679947,0.44754618406295776,0.2903398275375366,0.21207046508789062,0.4186590611934662,0.40644556283950806,0.10915090143680573,0.21603573858737946,-0.4410686492919922,-1.0745751857757568,-0.6521568894386292,-0.8045231103897095,0.20978772640228271,-1.006212830543518,0.048819400370121,-0.00612446665763855,0.04298360273241997,-0.7377105355262756
